text,label
"When they get ridiculed because of their injury on the radio by a negro talk-show host who sings little songs about how sharks only eat White people , sure .",hate
I must fall under the Alpine grouping as well .,noHate
I do think abusive parents are worse than gays one .,hate
They should be tried for being accessories to murder !!!!!!!!!!!!,noHate
"...mating with other mulattos would be ideal , but since there are n't huge numbers of mulatto children compared to those of Whites or blacks I 'd rather see them up with blacks so that White bloodlines stay intact .",hate
When the phosphor hits the skin it starts to burn going deeper and deeper into the flesh .,noHate
I doubt you can actually get close enough to the antis to pass a flower .,noHate
There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .,hate
Police threaten woman for requesting white housemates .,noHate
Have you noticed when white 's beat on blacks they usually end it with one punch and then leave the ape alone .,hate
"God only knows , these people have no respect for ANYTHING not even their own .",hate
I 'm a brand new member from the South JErsey area .,noHate
"It's very easy for people to sit behind their computers in the comfort of their homes and judge an elderly gentleman who has dedicated his life to exposing the Holocaust myth when it 's not your office being burned to the ground , when it 's not you being bankrupted or thrown in prison .",noHate
Hello!,noHate
"Boy, those same blacks get awful mad when you have a sign saying `` No to a black Africa '' , then it becomes wrong .",hate
Is n't it interesting how genocide is a crime until it happens to Europeans ?,noHate
These moslem filth hacked there heads off it took about 30 seconds !,hate
"Yep the bottom line is without a strong family behind her a young girl is very vulnerable .. The Jew knows this and Glamorises the Negro using its media power , here we see the results .",hate
High time they get back to mother Affika and fix that mess .,hate
"This place looks like the interior needs a little finishing , and appears to be built by a survivalist .",noHate
"At the link just below , I 've been urging our brothers and sisters in South Africa to run that message or a similar message on that site every month : Malaysians , Venezuelans , Chinese let White House broadcast their agendas",hate
"Yes, I have very rarely seen Scandinavian-looking people with brown eyes .",noHate
I just came in from my night job or I 'd look around a bit more .,noHate
They also threatened to throw me out of the country .,noHate
"But if White people find a user for a plant native to Africa , the negroes want a royalty .",hate
They receive housing and welfare at the taxpayer 's expense while breeding like cockroaches .,hate
If so could I get a link ?,noHate
It is hate if we disagree with this ethnic scum and no hate crime if they attack us .,hate
Israely Zionist indeed prepeared the Georgian attack .,hate
"Now , this has an entirely different meaning .",noHate
"Muds do n't respect anything , including themselves ( what 's to respect ) and therefore anyone else .",hate
"unless you are a tourist or here the study for a year or two please just go back Russian , we dont need or want more slavs",hate
"I too am from cali , but moved out to utah to get away from all the filth .",hate
I wanted to get some opinions from Stormfront members on this Jewish crap my son brought home from public school .,hate
.99Cents Only stores have a nice selection of Halloween stuff .,noHate
The next world cup will be the greatest murder and rape fest since Katrina .,hate
I bookmarked their website last night .,noHate
We are far closer to being neanderthals than apes .,hate
glad to see so many people out here seems like we are few and far the way things are out here,noHate
"I'm too old ( 38 ) , but I live in Tucson .",noHate
Do you mean ......,noHate
"Not even other races mixing it up with each other , its whites mixing with all .",noHate
Ssupreme88,noHate
"They are scum , they are traitors .",hate
"Ya, and they kind of missed the fact that he is going to inner city schools teaching the monkeys how to better kick your white butt !",hate
I know somebody who wants to perhaps move to Alberta but is wondering if they have the homo agenda in the schools there .,hate
( Source of quote. ),noHate
Ya the ignorant want to registered guns so only criminals will have gun .,noHate
still looking for white people of the same belief to talk to or maybe hang out.stength is in numbers and georgia is getting outnumbered as we speak .,noHate
Deport all Indians back to India and make them pay for the trip .,hate
