,ID,Text,Hate,HD,CV,VO,REL,RAE,SXO,GEN,IDL,NAT,POL,MPH,EX,IM
47717,27430,WW2 Italian Tank....or is it just a jeep with a fucking howlitzer? ,0,0,0,0,,,,,,,,,,
47750,1558,"good point. i just think it was useless for the usa to intervene, only caused more deaths and suffering on all sides. sorry if i offended any vets.https://www.youtube.com/watch?v=3qpcyJ-nse0",0,0,0,1,,,,,,,,,,
47751,1558,"good point. i just think it was useless for the usa to intervene, only caused more deaths and suffering on all sides. sorry if i offended any vets.https://www.youtube.com/watch?v=3qpcyJ-nse0",0,0,0,0,,,,,,,,,,
47780,3266,This double standard stinks like shit. Delete your facebook account.,0,0,0,0,,,,,,,,,,
47781,3266,This double standard stinks like shit. Delete your facebook account.,0,0,0,1,,,,,,,,,,
47807,5389,signs your kid's teacher is a #thot ,0,0,0,1,,,,,,,,,,
47808,5389,signs your kid's teacher is a #thot ,0,0,0,0,,,,,,,,,,
47813,5523,"pls don't vaccinate, just sayin",0,0,0,1,,,,,,,,,,
47814,5523,"pls don't vaccinate, just sayin",0,0,0,0,,,,,,,,,,
47926,10262,pissing contests from behind keyboards LOL,0,0,0,0,,,,,,,,,,
47928,10262,pissing contests from behind keyboards LOL,0,0,0,1,,,,,,,,,,
47948,11333,I see another stupid ass man. Another fake of the devil.,0,0,0,1,,,,,,,,,,
47949,11333,I see another stupid ass man. Another fake of the devil.,0,0,0,0,,,,,,,,,,
48028,17673,Andrews more focused on big anime titties than you.,0,0,0,1,,,,,,,,,,
48029,17673,Andrews more focused on big anime titties than you.,0,0,0,0,,,,,,,,,,
48142,23368,"It's too late. We've converted too many of their readers, and they aren't going back to cuckoldry.",0,0,0,1,,,,,,,,,,
48143,23368,"It's too late. We've converted too many of their readers, and they aren't going back to cuckoldry.",0,0,0,0,,,,,,,,,,
48264,2817,#Macron stirring brewing up more trouble in #Syria! https://friendsofsyria.wordpress.com/2018/04/25/rothschild-puppet-macron-says-us-must-oust-assad-build-new-syria/ … #EmmanuelMacron #SyriaCrisis #SyriaConf2018 #France #Trump #MAGA #Globalists #Globalism #Globalist #globalization #Assad #Russia #Putin #MiddleEast,0,0,0,1,,,,,,,,,,
48265,2817,#Macron stirring brewing up more trouble in #Syria! https://friendsofsyria.wordpress.com/2018/04/25/rothschild-puppet-macron-says-us-must-oust-assad-build-new-syria/ … #EmmanuelMacron #SyriaCrisis #SyriaConf2018 #France #Trump #MAGA #Globalists #Globalism #Globalist #globalization #Assad #Russia #Putin #MiddleEast,0,0,0,0,,,,,,,,,,
48358,8064,"sick of #Q ""trust the plan"" - porn-hub convention",0,0,0,1,,,,,,,,,,
48359,8064,"sick of #Q ""trust the plan"" - porn-hub convention",0,0,0,0,,,,,,,,,,
48362,8237,"""It's their life bro, so what if they want to fuck kids. It doesn't affect me."" Am I doing it right? ",0,0,0,0,,,,,,,,,,
48363,8237,"""It's their life bro, so what if they want to fuck kids. It doesn't affect me."" Am I doing it right? ",0,0,0,1,,,,,,,,,,
48439,12236,She looks like what a chihuahua would shit out after eating used tampons.,0,0,0,1,,,,,,,,,,
48440,12236,She looks like what a chihuahua would shit out after eating used tampons.,0,0,0,0,,,,,,,,,,
48573,15335,Clue...the Mullahs hate America. Got it yet?,0,0,0,0,,,,,,,,,,
48574,15335,Clue...the Mullahs hate America. Got it yet?,0,0,0,1,,,,,,,,,,
48697,18484,"These invaders from Latin America come from a ""slash and burn"" culture. They destroyed their environment and now are seeking fertile ground to start over again. Let it not be the USA.",0,0,0,0,,,,,,,,,,
48699,18484,"These invaders from Latin America come from a ""slash and burn"" culture. They destroyed their environment and now are seeking fertile ground to start over again. Let it not be the USA.",0,0,0,1,,,,,,,,,,
48703,18575,His biased B.S is fun to call out though.,0,0,0,1,,,,,,,,,,
48705,18575,His biased B.S is fun to call out though.,0,0,0,0,,,,,,,,,,
48724,19421,wtf is this retard tier shit? none of it even makes sense lol,0,0,0,0,,,,,,,,,,
48727,19421,wtf is this retard tier shit? none of it even makes sense lol,0,0,0,1,,,,,,,,,,
48731,19568,They have already Donna. Cut ties now while you can. That ship is sinking. People I once liked and respected are reduced to nothing more than hypocritical assholes.,0,0,0,1,,,,,,,,,,
48732,19568,They have already Donna. Cut ties now while you can. That ship is sinking. People I once liked and respected are reduced to nothing more than hypocritical assholes.,0,0,0,0,,,,,,,,,,
48780,21283,Waking up to this shit. Gahhhh!!!!,0,0,0,0,,,,,,,,,,
48781,21283,Waking up to this shit. Gahhhh!!!!,0,0,0,1,,,,,,,,,,
48883,24376,#NSFW #bi #sexy #girls #porn ,0,0,0,1,,,,,,,,,,
48884,24376,#NSFW #bi #sexy #girls #porn ,0,0,0,0,,,,,,,,,,
48965,800,Then tell your shrink I want my kickback payments ON TIME next time!,0,0,0,0,,,,,,,,,,
48967,800,Then tell your shrink I want my kickback payments ON TIME next time!,0,0,0,1,,,,,,,,,,
48996,2558,"In other words, he was just a faggot because it’s fashionable and now he’s off to do something else for attention",0,0,0,1,,,,,,,,,,
49098,6533,#sonoluminessence  ,0,0,0,1,,,,,,,,,,
49099,6533,#sonoluminessence  ,0,0,0,0,,,,,,,,,,
49223,12947,WATCH: Kathy Griffin Issues Shock ‘Date Rape’ Trump Statement ,0,0,0,1,,,,,,,,,,
49224,12947,WATCH: Kathy Griffin Issues Shock ‘Date Rape’ Trump Statement ,0,0,0,0,,,,,,,,,,
49226,13003,IMPORTANT: INFORMATION ABOUT AN ANTI-NEHLEN SHILL  ,0,0,0,1,,,,,,,,,,
49374,18365,"Exactly. I know it went to giving more kooshy shit to their little useful dolt teachers. As my daughter said. ""Yet somehow they have enough money to bring in 12 dozen donuts for the teacher every week."" *sigh",0,0,0,0,,,,,,,,,,
49376,18365,"Exactly. I know it went to giving more kooshy shit to their little useful dolt teachers. As my daughter said. ""Yet somehow they have enough money to bring in 12 dozen donuts for the teacher every week."" *sigh",0,0,0,1,,,,,,,,,,
49393,19117,Awwww he's precious bad ass kitty boy!!!,0,0,0,0,,,,,,,,,,
49395,19117,Awwww he's precious bad ass kitty boy!!!,0,0,0,1,,,,,,,,,,
49467,23000,"His father, if he has one, should be flogged.",0,0,0,1,,,,,,,,,,
49468,23000,"His father, if he has one, should be flogged.",0,0,0,0,,,,,,,,,,
49473,23278,What they do is claim its free market principles to justify censorship. That satisfies conservatives because they think along those retard lines. Also right now it is mostly effecting the hard right so they don't give a shit but they are already whining hard about censorship because they know the chickens are coming home to roost soon.,0,0,0,0,,,,,,,,,,
49476,23278,What they do is claim its free market principles to justify censorship. That satisfies conservatives because they think along those retard lines. Also right now it is mostly effecting the hard right so they don't give a shit but they are already whining hard about censorship because they know the chickens are coming home to roost soon.,0,0,0,1,,,,,,,,,,
49495,24097,"One of U2's producers Daniel Lanois, the reputed Canadian drug trafficker turned record producer - is one of the ""actors"" in the Public Service Announcement on CHILD TRAFFICKING and Child Sex Crimes. ",0,0,0,0,,,,,,,,,,
49496,24097,"One of U2's producers Daniel Lanois, the reputed Canadian drug trafficker turned record producer - is one of the ""actors"" in the Public Service Announcement on CHILD TRAFFICKING and Child Sex Crimes. ",0,0,0,1,,,,,,,,,,
49577,27216,"Don't be ,... The Mikey Obama hide and scratch guy is the nightmare 😀",0,0,0,0,,,,,,,,,,
49578,27216,"Don't be ,... The Mikey Obama hide and scratch guy is the nightmare 😀",0,0,0,1,,,,,,,,,,
49635,4179,"If he's ""100% pro free speech"" as you say, then why does he have a problem with universities shutting him down when he comes to speak but not when they do that to David Duke? ",0,0,0,0,,,,,,,,,,
49637,4179,"If he's ""100% pro free speech"" as you say, then why does he have a problem with universities shutting him down when he comes to speak but not when they do that to David Duke? ",0,0,0,1,,,,,,,,,,
49667,6721,Sean Taylor is a deviant feeder who likes being the meat in a fatberg sandwich.  ,0,0,0,1,,,,,,,,,,
49668,6721,Sean Taylor is a deviant feeder who likes being the meat in a fatberg sandwich.  ,0,0,0,0,,,,,,,,,,
49777,11291,If you spent less time sucking someone else's dick and more time reading. You would realise BOTH our countries are fighting against the same things and BOTH our countries are being run by a self selected elite who think they know better. Do es a dimwit like you LIKE it or LOVE it?,0,0,0,1,,,,,,,,,,
49780,11340,mfw a hardcore antifa mystery meat racial nationalist in someone else's country is talking about victim status.,0,0,0,0,,,,,,,,,,
49782,11340,mfw a hardcore antifa mystery meat racial nationalist in someone else's country is talking about victim status.,0,0,0,1,,,,,,,,,,
49789,12058,"Not necessarily though. After all, many of us still remember Be Be's last presentation about Iran. Remember it.? ",0,0,0,1,,,,,,,,,,
49790,12058,"Not necessarily though. After all, many of us still remember Be Be's last presentation about Iran. Remember it.? ",0,0,0,0,,,,,,,,,,
49830,14374,I use my real name and a real picture of myself here simply because I don't give a shit. Anonymity should be protected at all costs though if we are to have a truly free society.,0,0,0,0,,,,,,,,,,
49831,14374,I use my real name and a real picture of myself here simply because I don't give a shit. Anonymity should be protected at all costs though if we are to have a truly free society.,0,0,0,1,,,,,,,,,,
49947,20815,I guess they fucking with the platform cause my home page on gab doesn't load the threads.  Notification works but not the home page.  Insteresting.,0,0,0,0,,,,,,,,,,
49948,20815,I guess they fucking with the platform cause my home page on gab doesn't load the threads.  Notification works but not the home page.  Insteresting.,0,0,0,1,,,,,,,,,,
49956,21224,"all censorship is sold to the viewer as a helpful and beneficial feature, bc no one would buy into it if they knew what sick insidious shit it really is",0,0,0,1,,,,,,,,,,
49957,21224,"all censorship is sold to the viewer as a helpful and beneficial feature, bc no one would buy into it if they knew what sick insidious shit it really is",0,0,0,0,,,,,,,,,,
50014,23800,"Sessions, Mueller and the whole front office of the FBI need to be fired. They are NOT the fourth branch of government",0,0,0,0,,,,,,,,,,
50016,23800,"Sessions, Mueller and the whole front office of the FBI need to be fired. They are NOT the fourth branch of government",0,0,0,1,,,,,,,,,,
50044,25956,"The fact that kids can't READ an analog clock is a perfect indicator of just how fucking terrible the British schools are, dumbing down to accommodate third world shit! http://fox2now.com/2018/05/04/british-schools-are-replacing-analog-clocks-because-students-cant-read-them/ #ShakesHead #Unbelievable",0,0,0,0,,,,,,,,,,
50046,25956,"The fact that kids can't READ an analog clock is a perfect indicator of just how fucking terrible the British schools are, dumbing down to accommodate third world shit! http://fox2now.com/2018/05/04/british-schools-are-replacing-analog-clocks-because-students-cant-read-them/ #ShakesHead #Unbelievable",0,0,0,1,,,,,,,,,,
50437,361,She's  really ...really smart. As for being a lesbian....hey i know how much i like pussy so i can't really blame her.,0,0,0,0,,,,,,,,,,
50438,361,She's  really ...really smart. As for being a lesbian....hey i know how much i like pussy so i can't really blame her.,0,0,0,1,,,,,,,,,,
50443,1473,Haspell is a Khazarian demon.,0,0,0,0,,,,,,,,,,
50444,1473,Haspell is a Khazarian demon.,0,0,0,1,,,,,,,,,,
50546,10076,Utter horseshit.  Who knew the police would use 9 year old girl manipulation tactics. Alarming.,0,0,0,1,,,,,,,,,,
50547,10076,Utter horseshit.  Who knew the police would use 9 year old girl manipulation tactics. Alarming.,0,0,0,0,,,,,,,,,,
50567,13615,"If you want an infinitely large white population on US soil then there's no solution. This nation should return to its Agrarian roots, the Industrial Revolution and its consequences have been a disaster for the white race.",0,0,0,1,,,,,,,,,,
50568,13615,"If you want an infinitely large white population on US soil then there's no solution. This nation should return to its Agrarian roots, the Industrial Revolution and its consequences have been a disaster for the white race.",0,0,0,0,,,,,,,,,,
50617,18347,Woman is torn to pieces by pack of four pitbulls who ‘chewed on her for 40 minutes’ https://www.thesun.co.uk/news/6252465/woman-eaten-pit-bulls-dogs-terri-cosby-oklahoma-city/,0,0,0,1,,,,,,,,,,
50618,18347,Woman is torn to pieces by pack of four pitbulls who ‘chewed on her for 40 minutes’ https://www.thesun.co.uk/news/6252465/woman-eaten-pit-bulls-dogs-terri-cosby-oklahoma-city/,0,0,0,0,,,,,,,,,,
50627,19036,Making threats when you don't even know who you are talking to is a dumb move.,0,0,0,1,,,,,,,,,,
50628,19036,Making threats when you don't even know who you are talking to is a dumb move.,0,0,0,0,,,,,,,,,,
50633,19412,What Harrelson was trying to say is.....he sold his soul to the evil that runs Pedowood!!! ,0,0,0,1,,,,,,,,,,
50634,19412,What Harrelson was trying to say is.....he sold his soul to the evil that runs Pedowood!!! ,0,0,0,0,,,,,,,,,,
50720,25208,@NBCNews SEND THIS STUPID BITCH TO A NK LABOR CAMP ! News star @HallieJackson Jackson calls release of US prisoners 'choreographed' and 'staged'  https://t.co/3LkLPncply,0,0,0,1,,,,,,,,,,
50721,25208,@NBCNews SEND THIS STUPID BITCH TO A NK LABOR CAMP ! News star @HallieJackson Jackson calls release of US prisoners 'choreographed' and 'staged'  https://t.co/3LkLPncply,0,0,0,0,,,,,,,,,,
50732,25365,If for no other reason I love Trump --- because he drives the left fukcing crazy!! ,0,0,0,0,,,,,,,,,,
50733,25365,If for no other reason I love Trump --- because he drives the left fukcing crazy!! ,0,0,0,1,,,,,,,,,,
50799,25965,"And, like, I think besides South Africa where the Afrikaners are getting butt-fucked, I don't think that's happening in, say, Botswana, which is right up north. ",0,0,0,1,,,,,,,,,,
50801,25965,"And, like, I think besides South Africa where the Afrikaners are getting butt-fucked, I don't think that's happening in, say, Botswana, which is right up north. ",0,0,0,0,,,,,,,,,,
50852,573,I am seriously considering packing it in with them. When I am allowed back on their platform I may sign off with one last tweet to the effect of hey Jack the next time there isn't a penis in it you can blow your social media platform out your ass.,0,0,0,1,,,,,,,,,,
50893,5023,Meme idea.......someone who has some meme skills should superimpose a pic of McTumors face over the niglet. lol,0,0,0,1,,,,,,,,,,
50894,5023,Meme idea.......someone who has some meme skills should superimpose a pic of McTumors face over the niglet. lol,0,0,0,0,,,,,,,,,,
50905,5140,#NoTears for the dumb ass that stood with rapists over her nation's women. #KarmaIsABitch,0,0,0,1,,,,,,,,,,
