,text,class
9518,Goofy ass. lmfaoo make a niggah laugh,offensive
2509,@AwiLL_2RECKLESS lmao omm you see the bitch tryna act like she ain't feel it ahaha,offensive
1425,"&#8220;@MorganSmith_20: @Luke_Turner_88 so many hoes, that's why&#8221;preach",offensive
4301,@Noworriezzzz basically we're mad at them for being hoes,offensive
1492,&#8220;@RoJustDGAF Aren't they all tho bro? RT @landoup: I hate a nosey bitch....&#8221;some more than others,offensive
8222,Buddy slapped his rent stress out on that messy bitch. What I done told u hoes bout New York niggas &amp; they temper? #TrainVideo,offensive
15143,RT @FIawless_Beauty: RT if you pledge allegiance to the pussy,offensive
2607,@BitchImaStunna @VeshaaCouture lmao bitch shut up,offensive
16098,RT @L1LDebbie: And I'm that bitch who doesn't forget.,offensive
24209,me and peter have always been slaying these hoes http://t.co/jqmil7rJaT,offensive
9535,"Got hit on by a 70 yr old cripple...&amp; thinking, even if I were to accept your sexual advances there wouldn't be much you could do about it.",offensive
13630,"Once we break up, ion want the pussy nomore... RT @CPrice_504: Y&#8217;all really hate @Xbox huh?",offensive
16720,RT @Noworriezzzz: Two hoes arguing bout who fucking who for x amount of money lol what,offensive
12509,Lmao! RT @CapoToHeaven Lmao RT @HeauxmerSimpson: @AtlanticCity you'll never be Vegas. You faggot punk bitch.,offensive
7578,All a nicca need is time .. #BePatient,offensive
12552,Lmfao hoe,offensive
13226,"Never keep leeches in your life. If bitches take more than they give, it's time to cut them off",offensive
12011,Its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards,offensive
24654,weeknd makes songs for the hoes,offensive
15509,RT @HoldMyCrown_23: &#8220;@daniellurrr: damn these bitches in middle school look grown af in these nudes&#128563;&#8221;,offensive
9995,"I ain't trying to fuck, bitch. I just want wings.",offensive
9664,Happy birthday pops aka old negro spiritual aka the man who said I was an accident. 64 never looked so&#8230; http://t.co/Igq8v6RIHH,offensive
5209,@YardieBoyHeem pussy watch it nuh mi Neva lov mon. -badmon,offensive
16156,RT @LeBronVuitton: Do I fuck her or feed her? &#8220;@Jaykelz: I hate fat / thick bitches&#8221;,offensive
12226,Kick down your door and smack that bitch RT @LowKei_: Make me wanna ride past ya house and sit.,offensive
15058,RT @Drrake: How to curve tf outta hoes... http://t.co/LIGzDoUnJ5,offensive
15257,"RT @FriendlyAssh0le: im not rude, most people are just sensitive little bitches",offensive
22269,"Trust no nigga, fear no bitch &#128074;&#128142;",offensive
3856,@Kstar__ lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.,offensive
18475,"RT @_materialgurlxo: How you leave ya mans dead for a broke bitch, most these rap niggas on some hoe shit!!!",offensive
15274,RT @FunkyDineva: I have not watched part 2 of the reunion. I'm so over them hoes. I don't even care,offensive
22964,Women can't do something called live life.Apparently that's being a hoe.,offensive
10470,I hate that hoe ... She ain't bout shit,offensive
13085,My mother even bitched his bitch ass ctfu,offensive
22065,"This is Marco's lotion, and he got mad that I told him that he smells like a bitch http://t.co/e0cnF1nWSI",offensive
12286,LMFAOOOOOO GAY AS FUCK RT @PubesOnFleeK: &#128557;&#128557;&#128557;&#128557;&#128557; get these two faggots off my TL http://t.co/oKUMmSJEYi,offensive
16514,"RT @Mr1738: ""I didn't sell my
pussy for $65.....it was $80!!!"" http://t.co/sHPh98KzOY",offensive
23165,Yessir. You know this man RT @BryceHamilton11: @ItsNotHarold u got some pack fag boy I'm comin thru,offensive
13852,Pizza and wings bitches,offensive
7379,@yurista4life @PaulMoon8 are you for real right now!! @justinmiculka01 this kid haha where you at pussy,offensive
6535,"@kvngkendric_ fight . Expose hoes , do some super gay shit , anything negative , since that's how society works.",offensive
22812,Who shot John lookin ass hoe,offensive
4305,@NurbsTheOcho8 @tori_mills02 not dykes or anything&#128111;&#128539;&#128109;,offensive
6676,@michaelragen @somesuchandco @whatupag you guys are pussies,offensive
12984,My bitch pussy got hella powers,offensive
18496,RT @_theDarius: &#8220;@DopeShitOnly: Man just proofread &amp; edited this niggah sentence&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#8221;feel like I'm back in 6th grade doing daily oral la&#8230;,offensive
18000,"RT @WBeezy_: ""@I_DontKIAra: my pussy dry 24/7 &#128530;"" http://t.co/yPvNTYdU28",offensive
11399,I'm sticking with @tha_fluzzy07's theory that black pussy tastes like strawberry milk.,offensive
21414,That niggah is me lol TMLT &#128514;&#128514;&#128514;,offensive
15641,RT @Im_Flashy_Bitch: Bitches be like go talk to ya other bitch bitch you is my other bitch,offensive
13240,Never that serious RT @C_thaqueen: Thought you was Finna cruise with a new bitch &#128553;&#128273;&#128298;&#9995;? http://t.co/MvCnPYtXo8,offensive
18837,RT @damola49: @Ademulla happy birthday to the gayest nigga missing you and follow my new account british cunt,offensive
19047,RT @girlposts: i hate when netflix stop &amp; asks if im still watchin like yes u think i got up &amp; started doin somethin with my life bitch put&#8230;,offensive
2321,@1stBlock_Rody pussy,offensive
19363,"RT @jimjefferies: When People write a review of my comedy that starts with ""I'm not easily offended, but this was just not funny"" that cunt&#8230;",offensive
23747,dealing with your bitch ass is so annoying,offensive
17515,"RT @TAXSTONE: You dumb bitches still think pretty is everything ""KERI LOOKS BETTER THAN BEYONC&#201; "" Keri probably know she do too but guess &#8230;",offensive
9,""" @rhythmixx_ :hobbies include: fighting Mariam""

bitch",offensive
24439,so it turns out Hope Solo is one crazy bitch http://t.co/wlqnFDSX0a,offensive
5389,@_asheyk pussy,offensive
12786,Maybe I'm just some bitter ass nigguh like Obito,offensive
21306,Tell me that that pussy is mineeeee,offensive
7975,Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.,offensive
3067,@Dre_Day200 bitch,offensive
4901,@ThatSlutAdrian bitch those are the same options,offensive
10409,I guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie @gucci1017,offensive
15529,RT @HornyFacts: Your opinion is irrelevant because you are a cunt.,offensive
19085,RT @hennhenn430: Happy Halloween bitches &#128536; katiedodds15 #halloween #CLE http://t.co/TwAJtr8eVj,offensive
15687,RT @ItzShowtim3: Don't forget how Nikko was digging in her booty RT @oneshadowlove: Sex tape gave her a head bigger than that pussy and for&#8230;,offensive
12442,"Like the hoes when they lay w/ me.. Puppy eyes when I go, Sayin stay wit me",offensive
6604,@lucioxnava how about darkskin dykes?,offensive
11941,It's funny how girls are crying over their nudes being on IG like bitch why you sending nudes to begin with?,offensive
5613,@bigshaadswerver yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch,offensive
20791,Shittin on all my old hoes,offensive
14219,RT @ArmyBulldog20: @AcmeHandle Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.,offensive
23251,You at the club EVERY week bitch get a life,offensive
10150,I chase bread over hoes cause i never met a dollar i aint like #Facts,offensive
15090,"RT @ESPNSecondTake_: If this ugly to you, you either a gay nigga or a hating ass bitch http://t.co/H0wAPpsmgg",offensive
2285,99 problems but a bitch ain't one,offensive
5125,"@WeBeatBitches thats trash, its ot?",offensive
8078,Bitches can't fuck with my bitches they deadly,offensive
21138,Starks being a faggot,offensive
19361,RT @jillxoxo12: anxiety is such a cunt,offensive
21638,The world will be a better place when bitches like her dies lonely http://t.co/vj45zL1zKF,offensive
3988,"@MIKEB_IN_THE_D you don't want to battle, you shook cause ain't no such things as half way crooks ....bitch",offensive
17336,RT @Slickem_hound Yall still getting y'all face beat igggggy + you still taking pics with a face full of pussy nut?Dawg yoi a slut!,offensive
2531,"@BRIdifferent good dnt be a sucker for these sad mad bitches,",offensive
24281,no lie tho i'm weak for a pretty bitch. have me doing all type of shit that ain't really me.,offensive
6586,@lkxox_ bitch*,offensive
3042,"@DizzyBala man both them get around a lot, bunch of hoes.",offensive
13033,"My expectations are high when it comes to anything. My weed my pussy my food,my clothes n kicks, people. that shit needa be a1 to me",offensive
439,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7",offensive
19530,RT @lildurk_: I need a loyal bitch not no goofy bitch,offensive
10544,I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...,offensive
9489,Good Morning to you hoes and pimps.,offensive
5688,@cameron_ast @lanahudsonnn bitch and the fuck u wanna do about then nigga stfu talking and do something,offensive
23500,"Your girl pussy like a walk in clinic, the cure for every sick nigga",offensive
24580,"this lady is probably like ""what the fuck does this bitch listen to""",offensive
17324,RT @SirJakel: The awkward moment when you're changing in the gym and your penis head slips through the slit of your boxers.,offensive
5772,@creoleblood @HighClassCapri @verkannt__ like what u bitches wantttt (dmx voice)&#128553;&#128553;&#128553;,offensive
24640,walking down the st and this girl with a guy past me and the girl says I'm bout to turn dyke for her ctfuu classic,offensive
6543,@laceeybugg comeover here then bitch,offensive
6902,"@realffriends bitch I might be
**~aesthetic~** http://t.co/cYOpCv8oq8",offensive
15152,RT @FSOhioGuy: Had to wash the bird shit off of my broom...Disgusting creatures. #RedsTwitterFam #Sweep,offensive
2299,@0ddment I could fuck a bowl of graham cracker cereal,offensive
15911,RT @KILLSheredon: you the nigga in high school who got shoved into lockers and thrown into trash cans @TvvitterRoasts,offensive
1234,&#8220;@DueceDaGod: @JefDaBest I'm on my Y.U shit using LinkedIn at work b&#8221; lmfaoo bagging them linkiden hoes lol,offensive
21101,Sonoma County cannot handle the Gutto Style straight up north bay is pussies forever,offensive
19236,RT @ikesizzle: RT @ericajenee_: &#8220;@_SheDAzzle: Ike finna have the bitter bitches upsaught&#8221; - and he don't care lmao | not at all,offensive
3935,@ListsBlackTwit @iH8TvvitterHoes @Rosaalbae nigga caping for the bitch like we haven't all seen her nudes already.. What does he want tf,offensive
1450,&#8220;@NotGrimey &#8220;@BobbyBudnic My brother a faggot&#8221;&#8221;smh,offensive
6040,@goodgraces_ k bitch http://t.co/itUAHyHc0R,offensive
16350,RT @MadChad412: OMG Hahaha best thing you will watch today. Milan Lucic is a crybaby bitch goon. F him and F the Bruins https://t.co/KkPzGL&#8230;,offensive
11488,If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry,offensive
2506,@AutyAut_ bitch add me,offensive
1564,&#8220;@TheRealTenski: Miss you @Ex&#8221; pussy,offensive
22303,"Twitter is like the friend I sometimes forget to visit, and then he calls and acts like a bitchy mcbitcherson with a side of bitch.",offensive
1562,&#8220;@TheManOnCampus: &#8220;@VSamone: @5HAWTYYY smoking skating twerking&#8221;I'm innat hoe&#8221;yas,offensive
9750,He was talking about I'm on one lol. How was that even possible when I was on a cruise ship with no phone service negro?,offensive
12144,"Just once in my life I wanna see someone on family feud look at their family member and say ""That's a horrible answer! Are you retarded?"".",offensive
22381,Ummm...so the Happy Fairy apparently took a crap on my twitter and made it all...happy.,offensive
5175,@WyattNuckels cause ima blindside the shit outta you niggah!,offensive
24397,"running the game for 5 years guess that's why my feet hurt , wonder when they bite me do these bitches teeth hurt &#9995;&#128175;",offensive
13077,My mom just bought a bunch of new sandles &amp; then chipped her toe nails now it's like World War 3 in this bitch,offensive
8111,Blah blah blah blah.. How it sound when these bitches talk &#128530;&#128564;,offensive
1480,&#8220;@RedHeadRay_: Is it wrong if I get on this bitch and started talking shit &#128514;?&#8221;yes!,offensive
4633,@SammyLightning_ I roll up to a bitch an dey like http://t.co/ja8t60VgGE,offensive
20373,RT @x_Jimbo: Multi till I die bitch believe that...,offensive
6524,@kmagalyv some scandalous hoes then!!! Lmao,offensive
11034,I want to beat this bitches ass soooo bad,offensive
5023,@TonyO97 fuck i look like shopping at that trash ass store,offensive
23533,actin awfully slutty for a bitch in a winnie the pooh sweater http://t.co/0gexxJ3SVv,offensive
3582,@J_Dun54 oh you little bitch you. You tryna hit the fair tho today or sometime this week? Shit might be fun drunk,offensive
14114,RT @AdolfNiggler: when an ugly bitch tells me to text her http://t.co/060glx19oR,offensive
5795,@daisymcgarr My knee won't let me wander around much so I just make a few trips and look at the fat girls-- redneck porn--Wal-Mart,offensive
10081,I bet u John Elway gets way more pussy than John Dorsey.,offensive
9961,Hustling aint for everybody either .. Jus like certain niccas can't hoop or play football certain niccas can't hustle,offensive
14437,"RT @Bob_Heller: Tell me again how Citizen Kane is the best movie of all time, then go watch Caddyshack. you pretentious film school cunt.",offensive
18743,RT @chasemylovex: bitch u lame af.... get with the times and pop that ass RT @SincerelyTumblr: This makes me kinda sad http://t.co/tCUJpKoC&#8230;,offensive
14923,"RT @DanDanManlyMan: @00sexilexi00 Swiggety swag, I love you too fag",offensive
